datetime,date,hour,ptf,ptf_kesinlesmis,gop_fiyattan_bagimsiz_alis,gop_fiyattan_bagimsiz_satis,price_independent_buy_sell_ratio,load_forecast_plan,wind_generation,solar_generation,hydro_dam_generation,real_time_consumption,grf_tl,unlicensed_generation_total,smf,usd_try
2025-01-01 00:00:00,2025-01-01,0,2494.0,2494.0,20349.2,13158.5,1.5464680624691265,32297.0,2281.27,0.0,5510.01,32707.51,12640.0,54.1072,2494.0,
2025-01-01 01:00:00,2025-01-01,1,1799.98,1799.98,19534.3,12233.1,1.5968397217385617,30678.0,2053.07,0.0,4552.08,31196.05,12640.0,54.09,1799.98,
2025-01-01 02:00:00,2025-01-01,2,1692.99,1692.99,19081.4,11883.7,1.60567836616542,28892.0,2023.25,0.0,3531.08,29674.85,12640.0,56.304,1692.99,
2025-01-01 03:00:00,2025-01-01,3,2244.99,2244.99,18877.1,11317.1,1.6680156577215008,27699.0,2122.76,0.0,2599.5,28490.58,12640.0,55.749,1847.0,
2025-01-01 04:00:00,2025-01-01,4,2400.01,2400.01,18789.9,11248.5,1.6704360581410855,27015.0,2103.05,0.0,2275.22,28012.95,12640.0,56.1613,2210.01,
2025-01-01 05:00:00,2025-01-01,5,2680.0,2680.0,18838.6,11223.0,1.6785707921233182,26890.0,2009.99,0.01,2102.62,27879.66,12640.0,59.2151,2680.0,
2025-01-01 06:00:00,2025-01-01,6,2989.99,2989.99,20182.5,11665.5,1.73010158158673,27185.0,1876.58,0.91,2068.89,28192.02,12640.0,89.2452,2990.0,
2025-01-01 07:00:00,2025-01-01,7,2979.99,2979.99,20356.4,11870.4,1.7148874511389678,27415.0,1788.03,18.21,2707.46,28743.58,12640.0,188.9621,1847.0,
2025-01-01 08:00:00,2025-01-01,8,3000.0,3000.0,21169.7,12230.4,1.730908228676086,28192.0,1781.05,284.38,2473.75,29101.85,12640.0,1036.7987,1847.0,
2025-01-01 09:00:00,2025-01-01,9,2600.01,2600.01,21139.1,13030.4,1.6222909503929273,30271.0,1726.6,1193.82,2300.93,30100.08,12640.0,3721.7799,675.0,
2025-01-01 10:00:00,2025-01-01,10,1350.0,1350.0,21171.5,14495.6,1.4605466486382075,32491.0,1730.77,1720.84,2878.57,31868.47,12640.0,6883.0902,4.0,
2025-01-01 11:00:00,2025-01-01,11,1799.98,1799.98,21491.0,15190.7,1.4147471808409091,34537.0,1589.74,1776.49,2422.54,33388.06,12640.0,8990.6575,5.0,
2025-01-01 12:00:00,2025-01-01,12,1000.0,1000.0,21295.2,15932.7,1.3365719557890376,35203.0,1497.71,1736.83,2254.57,34049.89,12640.0,9940.8902,0.79,
2025-01-01 13:00:00,2025-01-01,13,1512.63,1512.63,21532.8,15681.4,1.3731427040952977,35794.0,1380.96,1692.8,2726.74,34287.83,12640.0,9813.6194,4.0,
2025-01-01 14:00:00,2025-01-01,14,2005.01,2005.01,21745.5,14767.7,1.4725041814229702,35897.0,1300.75,1711.16,3060.49,34141.29,12640.0,8428.2572,310.0,
2025-01-01 15:00:00,2025-01-01,15,2283.04,2283.04,22784.5,13093.8,1.7400983671661399,35798.0,1227.42,1504.72,3554.16,34313.83,12640.0,5851.2416,650.0,
2025-01-01 16:00:00,2025-01-01,16,3000.0,3000.0,24863.4,11191.1,2.2217118960602624,36570.0,1297.83,626.32,4660.0,35729.56,12640.0,2553.7674,1000.0,
2025-01-01 17:00:00,2025-01-01,17,3000.0,3000.0,26933.1,10643.9,2.5303789024699594,38182.0,1396.96,39.94,7219.64,38584.84,12640.0,619.5499,3000.0,
2025-01-01 18:00:00,2025-01-01,18,3000.0,3000.0,27181.4,10741.9,2.530408959308875,38968.0,1519.16,0.14,8721.77,40034.18,12640.0,71.9335,3000.0,
2025-01-01 19:00:00,2025-01-01,19,3000.0,3000.0,26621.7,10677.2,2.493322219308433,38447.0,1590.15,0.01,8615.66,39610.35,12640.0,50.4744,3000.0,
2025-01-01 20:00:00,2025-01-01,20,3000.0,3000.0,25721.8,10666.5,2.4114564290067033,37674.0,1737.19,0.01,8120.49,38912.16,12640.0,48.9611,3000.0,
2025-01-01 21:00:00,2025-01-01,21,3000.0,3000.0,24999.5,10256.1,2.4375249851308003,36853.0,1780.88,0.01,7285.82,38071.58,12640.0,50.1944,3000.0,
2025-01-01 22:00:00,2025-01-01,22,2399.99,2399.99,21802.2,10154.9,2.146963534845247,36302.0,1742.58,0.01,7120.37,36920.29,12640.0,51.2842,1847.0,
2025-01-01 23:00:00,2025-01-01,23,2274.0,2274.0,21195.4,10139.9,2.090296748488644,34900.0,1697.39,0.01,6102.62,35384.59,12640.0,51.8185,2084.0,
2025-01-02 00:00:00,2025-01-02,0,2634.45,2634.45,21368.2,10994.6,1.9435177268841068,37301.0,1755.12,0.01,4632.86,33561.92,12623.6,24.0178,1837.0,35.318
2025-01-02 01:00:00,2025-01-02,1,2583.43,2583.43,20608.4,10170.3,2.026331573306589,34688.0,1726.98,0.01,3419.88,31767.82,12623.6,22.0693,1837.0,35.318
2025-01-02 02:00:00,2025-01-02,2,2144.99,2144.99,20042.7,10337.7,1.9387968310165704,33046.0,1844.06,0.01,2921.86,30555.63,12623.6,24.137,2499.0,35.318
2025-01-02 03:00:00,2025-01-02,3,2112.78,2112.78,20031.5,10104.6,1.9824139500821407,32201.0,2003.45,0.01,2176.89,30020.75,12623.6,25.5094,2416.93,35.318
2025-01-02 04:00:00,2025-01-02,4,1799.98,1799.98,20015.8,10303.3,1.9426591480399484,31941.0,2202.29,0.01,2285.14,29997.08,12623.6,26.396,2223.34,35.318
2025-01-02 05:00:00,2025-01-02,5,1889.99,1889.99,20556.1,10656.9,1.9289005245427844,32086.0,2382.22,0.02,2206.16,30346.77,12623.6,29.1486,2313.35,35.318
2025-01-02 06:00:00,2025-01-02,6,2482.22,2482.22,23189.2,11515.0,2.013825445071646,33290.0,2533.88,1.63,1694.4,31822.64,12623.6,54.1262,2506.15,35.318
2025-01-02 07:00:00,2025-01-02,7,2900.01,2900.01,26664.3,12239.0,2.178633875316611,37070.0,2616.26,19.95,2573.08,35518.12,12623.6,177.3391,2900.01,35.318
2025-01-02 08:00:00,2025-01-02,8,3000.0,3000.0,31164.2,12098.1,2.5759582083137023,43261.0,2855.88,261.32,5992.39,41803.24,12623.6,1014.0103,3000.0,35.318
2025-01-02 09:00:00,2025-01-02,9,3000.0,3000.0,31758.7,12700.5,2.5005865910790916,45672.0,3204.33,999.21,6098.48,44488.35,12623.6,3416.0954,3000.0,35.318
2025-01-02 10:00:00,2025-01-02,10,2594.58,2594.58,30636.3,14303.9,2.1418144701794617,46213.0,3291.33,1763.53,3306.71,44830.36,12623.6,6140.742,1837.0,35.318
2025-01-02 11:00:00,2025-01-02,11,2505.65,2505.65,29794.1,14670.7,2.0308574232995014,46262.0,3337.4,1854.25,3073.56,45004.36,12623.6,7982.2181,1000.0,35.318
2025-01-02 12:00:00,2025-01-02,12,1999.99,1999.99,28336.6,15271.8,1.8554852735106535,44963.0,3377.93,1789.88,2414.46,43246.44,12623.6,8787.2394,700.0,35.318
2025-01-02 13:00:00,2025-01-02,13,2112.78,2112.78,28823.8,14721.0,1.9580055702737584,44854.0,3376.78,1822.13,2574.99,43330.9,12623.6,8497.4731,699.99,35.318
2025-01-02 14:00:00,2025-01-02,14,2594.0,2594.0,29330.6,14082.0,2.0828433461156086,44901.0,3308.91,1783.02,2918.89,43891.72,12623.6,7146.1333,1000.0,35.318
2025-01-02 15:00:00,2025-01-02,15,2728.85,2728.85,30102.3,13544.0,2.2225561134081513,44627.0,3325.89,1564.32,3829.62,43853.05,12623.6,4933.9844,1000.0,35.318
2025-01-02 16:00:00,2025-01-02,16,3000.0,3000.0,31489.6,11920.3,2.6416784812462772,44637.0,3506.02,657.16,6336.71,45359.6,12623.6,2161.1962,3000.0,35.318
2025-01-02 17:00:00,2025-01-02,17,3000.0,3000.0,32497.6,11880.0,2.7354882154882154,44982.0,3983.94,41.09,9929.84,46988.34,12623.6,328.4245,3000.0,35.318
2025-01-02 18:00:00,2025-01-02,18,3000.0,3000.0,31019.1,12053.9,2.573366296385402,44500.0,4728.57,0.12,9048.57,46217.46,12623.6,59.1447,3000.0,35.318
2025-01-02 19:00:00,2025-01-02,19,2949.99,2949.99,29936.8,12155.9,2.4627382587879136,43330.0,5187.67,0.01,7089.16,45006.66,12623.6,43.7081,2999.0,35.318
2025-01-02 20:00:00,2025-01-02,20,2777.77,2777.77,28675.5,12362.7,2.3195175811109223,41998.0,5546.99,0.01,6080.81,43525.39,12623.6,43.8572,2998.0,35.318
2025-01-02 21:00:00,2025-01-02,21,2749.8,2749.8,27602.4,12209.9,2.260657335440913,40723.0,5852.7,0.01,5663.85,42423.45,12623.6,40.8184,2999.0,35.318
2025-01-02 22:00:00,2025-01-02,22,2266.73,2266.73,24098.9,12322.7,1.9556509531190405,39382.0,5991.49,0.01,6691.73,40899.0,12623.6,40.8024,2599.0,35.318
2025-01-02 23:00:00,2025-01-02,23,2294.0,2294.0,23040.2,12210.8,1.886870639106365,37750.0,6016.45,0.01,6329.64,38900.97,12623.6,40.9108,2717.36,35.318
2025-01-03 00:00:00,2025-01-03,0,2706.39,2706.39,21347.0,13285.0,1.6068498306360557,36580.0,6227.14,0.01,4669.23,36411.39,12558.36,45.0661,2999.0,35.368
2025-01-03 01:00:00,2025-01-03,1,2549.98,2549.98,20568.6,12626.3,1.6290282980762376,34218.0,6307.17,2.01,3619.06,34478.68,12558.36,46.296,2575.27,35.368
2025-01-03 02:00:00,2025-01-03,2,2400.0,2400.0,20053.4,12491.2,1.6054022031510184,32701.0,6349.88,0.01,2690.82,33100.5,12558.36,40.7461,2554.29,35.368
2025-01-03 03:00:00,2025-01-03,3,1923.11,1923.11,19729.6,12614.6,1.5640289822903617,31929.0,6314.8,0.01,2525.63,32232.74,12558.36,43.0811,2323.11,35.368
2025-01-03 04:00:00,2025-01-03,4,1799.98,1799.98,19738.4,13220.8,1.4929807575940943,31759.0,6513.91,0.01,2651.56,32136.44,12558.36,49.4389,2377.98,35.368
2025-01-03 05:00:00,2025-01-03,5,1957.64,1957.64,20197.5,13493.0,1.496887274883273,31986.0,6765.86,0.02,2571.27,32490.44,12558.36,56.2366,2381.0,35.368
2025-01-03 06:00:00,2025-01-03,6,2200.01,2200.01,22780.1,13949.8,1.6330054911181522,33062.0,6772.53,1.91,2151.38,33712.36,12558.36,75.3734,2600.01,35.368
2025-01-03 07:00:00,2025-01-03,7,2524.99,2524.99,25530.8,14387.8,1.7744755973811146,35970.0,6819.18,19.35,2771.03,37017.04,12558.36,137.7771,2199.99,35.368
2025-01-03 08:00:00,2025-01-03,8,3000.0,3000.0,29790.7,14364.4,2.0739258166021552,42385.0,6985.31,230.5,5584.08,42524.14,12558.36,771.5368,3000.0,35.368
2025-01-03 09:00:00,2025-01-03,9,3000.0,3000.0,30320.5,14828.0,2.044813865659563,45619.0,7078.68,1084.13,5706.36,45139.97,12558.36,2739.6557,3000.0,35.368
2025-01-03 10:00:00,2025-01-03,10,2584.0,2584.0,28980.9,15749.1,1.840162294988285,46308.0,6910.09,1642.97,4094.98,45835.99,12558.36,5131.8735,2999.0,35.368
2025-01-03 11:00:00,2025-01-03,11,2507.15,2507.15,28213.2,16508.1,1.7090519199665621,46411.0,7004.0,1707.74,3821.0,46063.32,12558.36,6737.2673,2930.51,35.368
2025-01-03 12:00:00,2025-01-03,12,1424.1,1424.1,26254.0,17418.9,1.5072134290913892,44697.0,7351.19,1720.63,2858.48,43643.0,12558.36,7563.0468,1750.32,35.368
2025-01-03 13:00:00,2025-01-03,13,1424.1,1424.1,26600.1,17216.7,1.5450173378173515,44407.0,7700.73,1672.65,2340.49,42247.76,12558.36,7208.2977,700.0,35.368
2025-01-03 14:00:00,2025-01-03,14,2384.0,2384.0,27740.4,15910.8,1.743494984538804,44748.0,7737.57,1682.79,2744.49,43976.42,12558.36,5926.1365,1736.0,35.368
2025-01-03 15:00:00,2025-01-03,15,2080.0,2080.0,28092.4,15549.0,1.8067013955881408,44326.0,7655.53,1474.39,4043.39,44040.05,12558.36,3797.3146,1847.0,35.368
2025-01-03 16:00:00,2025-01-03,16,2853.85,2853.85,29407.7,13925.2,2.1118332232212103,44255.0,7743.84,614.87,5239.09,45233.43,12558.36,1520.3505,1847.0,35.368
2025-01-03 17:00:00,2025-01-03,17,2998.1,2998.1,30325.5,13288.2,2.282137535557863,44551.0,7742.22,45.46,7581.6,46622.01,12558.36,290.1939,2999.02,35.368
2025-01-03 18:00:00,2025-01-03,18,2980.0,2980.0,29172.2,13270.0,2.1983571966842503,43765.0,7556.47,0.12,7470.83,45874.44,12558.36,80.2259,2999.02,35.368
2025-01-03 19:00:00,2025-01-03,19,2777.78,2777.78,28019.3,13184.3,2.1252019447373014,42218.0,7575.64,0.01,6447.26,44602.35,12558.36,65.0168,2825.78,35.368
2025-01-03 20:00:00,2025-01-03,20,2499.98,2499.98,27146.8,13324.4,2.037375041277656,40665.0,7695.93,0.01,6080.41,43385.98,12558.36,57.5058,2899.98,35.368
2025-01-03 21:00:00,2025-01-03,21,2326.99,2326.99,26250.2,13082.0,2.006589206543342,39264.0,7626.67,0.01,5720.0,42055.75,12558.36,53.4124,2726.99,35.368
2025-01-03 22:00:00,2025-01-03,22,2153.64,2153.64,22850.9,13074.6,1.7477322441986753,37868.0,7542.1,0.01,6708.4,40805.16,12558.36,51.9693,1697.0,35.368
2025-01-03 23:00:00,2025-01-03,23,2100.0,2100.0,21753.1,12935.9,1.681607000672547,36443.0,7286.99,0.01,6399.31,39048.5,12558.36,53.2427,2470.0,35.368
2025-01-04 00:00:00,2025-01-04,0,2680.01,2680.01,22065.5,14588.7,1.5125062548410755,35823.0,7069.09,0.01,5548.16,36684.71,12486.0,52.4472,2705.06,35.368
2025-01-04 01:00:00,2025-01-04,1,2473.99,2473.99,21435.2,13721.6,1.562150186567164,33331.0,7001.57,0.01,4194.84,34742.16,12486.0,50.9828,2897.02,35.368
2025-01-04 02:00:00,2025-01-04,2,2244.99,2244.99,21076.5,13523.1,1.5585553608270293,31697.0,7025.44,0.01,3137.54,33250.61,12486.0,50.4394,2644.99,35.368
2025-01-04 03:00:00,2025-01-04,3,1999.98,1999.98,20868.5,13420.0,1.5550298062593144,30878.0,6840.13,0.01,2676.74,32336.74,12486.0,50.1499,1999.98,35.368
2025-01-04 04:00:00,2025-01-04,4,1799.98,1799.98,20933.8,13529.8,1.547236470605626,30574.0,6517.93,0.01,2579.2,32027.5,12486.0,47.5981,2199.98,35.368
2025-01-04 05:00:00,2025-01-04,5,2139.99,2139.99,21256.8,13510.3,1.573377349133624,30633.0,6293.43,0.01,2489.58,32177.7,12486.0,45.4382,2530.05,35.368
2025-01-04 06:00:00,2025-01-04,6,2488.89,2488.89,23840.7,14698.0,1.6220370118383454,31335.0,6089.06,0.62,2089.16,32675.0,12486.0,53.1207,2888.89,35.368
2025-01-04 07:00:00,2025-01-04,7,2207.99,2207.99,25321.2,15019.3,1.6859107947773866,33212.0,5623.81,14.76,2551.95,33978.66,12486.0,97.7276,2530.05,35.368
2025-01-04 08:00:00,2025-01-04,8,2945.99,2945.99,27809.5,14575.7,1.9079358109730578,37525.0,5321.63,210.77,2833.51,37031.06,12486.0,507.3232,2345.0,35.368
2025-01-04 09:00:00,2025-01-04,9,2949.48,2949.48,28430.5,14542.3,1.9550208701512142,40637.0,5003.34,750.73,3477.55,39861.25,12486.0,1577.7143,2999.0,35.368
2025-01-04 10:00:00,2025-01-04,10,2500.01,2500.01,28076.9,15075.5,1.8624191569102186,42166.0,4676.45,1053.37,3969.83,42215.55,12486.0,3543.2309,2929.0,35.368
2025-01-04 11:00:00,2025-01-04,11,2215.01,2215.01,27931.0,15469.7,1.805529518995197,42960.0,4430.45,1290.08,4410.03,43268.66,12486.0,4789.5651,2638.04,35.368
2025-01-04 12:00:00,2025-01-04,12,2208.0,2208.0,27228.2,15468.6,1.7602239375250508,42220.0,4338.51,1308.72,3949.27,42416.3,12486.0,5174.4308,2530.05,35.368
2025-01-04 13:00:00,2025-01-04,13,2334.01,2334.01,27552.1,14825.5,1.8584263599878588,42443.0,4196.95,1296.77,4115.12,42813.19,12486.0,4690.2923,2757.04,35.368
2025-01-04 14:00:00,2025-01-04,14,2692.32,2692.32,27770.7,13978.9,1.986615541995436,42731.0,4024.43,956.27,5432.62,43048.53,12486.0,3444.7784,2999.05,35.368
2025-01-04 15:00:00,2025-01-04,15,2253.59,2253.59,28095.9,13758.1,2.0421351785493638,42506.0,3901.01,520.15,6611.53,43005.91,12486.0,2132.6892,2999.21,35.368
2025-01-04 16:00:00,2025-01-04,16,2990.0,2990.0,29215.3,12771.8,2.287484927731408,42745.0,3825.31,207.92,7652.88,43173.61,12486.0,694.6461,2999.23,35.368
2025-01-04 17:00:00,2025-01-04,17,3000.0,3000.0,30051.3,12424.2,2.418771429951224,43557.0,4083.83,14.94,8806.22,44479.21,12486.0,146.2785,3000.0,35.368
2025-01-04 18:00:00,2025-01-04,18,3000.0,3000.0,29782.3,12852.4,2.317255921073107,43488.0,4299.15,0.22,9298.2,44955.93,12486.0,60.7614,3000.0,35.368
2025-01-04 19:00:00,2025-01-04,19,2989.99,2989.99,29128.4,13088.4,2.225512667705755,42457.0,4415.85,0.13,8479.71,43751.67,12486.0,53.0823,2999.23,35.368
2025-01-04 20:00:00,2025-01-04,20,2600.0,2600.0,28023.8,13192.6,2.1242059942695146,41226.0,4534.48,0.14,6879.68,42473.25,12486.0,51.53,2999.0,35.368
2025-01-04 21:00:00,2025-01-04,21,2700.01,2700.01,27108.1,12721.5,2.1308886530676414,39908.0,4693.27,0.14,6271.36,41309.15,12486.0,47.6303,2999.0,35.368
2025-01-04 22:00:00,2025-01-04,22,2256.27,2256.27,23839.3,12752.6,1.8693678151906277,38258.0,4641.43,0.14,7176.63,40011.77,12486.0,46.5892,2256.27,35.368
2025-01-04 23:00:00,2025-01-04,23,2297.01,2297.01,22731.3,12653.7,1.7964152777448492,35899.0,4290.24,0.13,6537.78,38145.06,12486.0,42.3802,2530.05,35.368
2025-01-05 00:00:00,2025-01-05,0,2500.0,2500.0,21754.1,12636.3,1.7215561517216273,33876.0,3963.7,0.13,5079.86,35782.23,12468.32,40.9909,2699.0,35.368
2025-01-05 01:00:00,2025-01-05,1,2076.99,2076.99,21101.6,11672.6,1.8077891815019789,31648.0,3622.34,0.13,3829.41,33641.69,12468.32,40.3992,2530.05,35.368
2025-01-05 02:00:00,2025-01-05,2,2444.22,2444.22,20701.3,11269.0,1.8370130446357262,30066.0,3344.6,0.14,2855.33,32049.98,12468.32,41.1549,2844.22,35.368
2025-01-05 03:00:00,2025-01-05,3,2300.01,2300.01,20750.0,11030.5,1.8811477267576266,29096.0,3255.36,0.01,2402.01,30788.05,12468.32,40.143,2393.7,35.368
2025-01-05 04:00:00,2025-01-05,4,2227.01,2227.01,20525.3,11181.9,1.835582503867858,28695.0,2953.91,0.01,2432.82,30456.77,12468.32,39.02,2393.7,35.368
2025-01-05 05:00:00,2025-01-05,5,2274.01,2274.01,20679.0,11102.7,1.8625199275851818,28698.0,2770.86,0.02,2241.28,30275.73,12468.32,39.5359,2393.7,35.368
2025-01-05 06:00:00,2025-01-05,6,2374.01,2374.01,22592.1,12409.2,1.8205927859974855,29104.0,2573.85,0.58,1973.57,30643.38,12468.32,51.3597,2530.05,35.368
2025-01-05 07:00:00,2025-01-05,7,2407.99,2407.99,23107.6,12860.0,1.7968584758942456,29765.0,2185.54,11.14,2097.86,30795.22,12468.32,123.3441,2807.99,35.368
2025-01-05 08:00:00,2025-01-05,8,2080.0,2080.0,23797.0,12647.5,1.8815576200830204,30561.0,1943.51,83.15,1585.99,31119.38,12468.32,520.3567,2393.7,35.368
2025-01-05 09:00:00,2025-01-05,9,2080.0,2080.0,24595.5,12500.4,1.967577037534799,32453.0,1802.91,245.96,2103.65,32904.17,12468.32,1394.1853,2530.05,35.368
2025-01-05 10:00:00,2025-01-05,10,2666.9,2666.9,25024.8,12289.8,2.0362251623297367,34624.0,1537.81,421.22,2110.94,34915.18,12468.32,2698.1491,2666.9,35.368
2025-01-05 11:00:00,2025-01-05,11,2670.0,2670.0,25127.8,12692.1,1.9797984573080891,36175.0,1451.33,540.8,2183.89,36148.41,12468.32,3614.6717,1790.0,35.368
2025-01-05 12:00:00,2025-01-05,12,2670.0,2670.0,25243.8,12889.5,1.9584778307925055,36327.0,1458.37,653.88,2402.04,36167.6,12468.32,4050.2927,1636.0,35.368
2025-01-05 13:00:00,2025-01-05,13,2674.01,2674.01,25338.4,12748.6,1.9875437302919536,37026.0,1472.17,639.09,2889.94,36613.96,12468.32,4243.1008,1636.0,35.368
2025-01-05 14:00:00,2025-01-05,14,2488.89,2488.89,25501.2,12440.5,2.049853301716169,37633.0,1517.35,441.31,3463.04,36814.95,12468.32,3431.5478,1636.0,35.368
2025-01-05 15:00:00,2025-01-05,15,2207.99,2207.99,25795.8,12481.7,2.066689633623625,37775.0,1587.08,294.84,3976.41,37221.58,12468.32,2375.3356,1790.0,35.368
2025-01-05 16:00:00,2025-01-05,16,2488.32,2488.32,26300.6,11845.6,2.2202843249814275,38110.0,1567.84,181.32,4484.08,37702.62,12468.32,1139.4411,1790.0,35.368
2025-01-05 17:00:00,2025-01-05,17,2989.99,2989.99,28046.6,11628.5,2.411884593885712,39307.0,1563.86,25.77,6380.57,39668.67,12468.32,280.9179,2999.0,35.368
2025-01-05 18:00:00,2025-01-05,18,2988.0,2988.0,28271.6,11794.0,2.3971171782262166,39792.0,1505.38,0.92,7557.19,41346.84,12468.32,36.2795,2988.0,35.368
2025-01-05 19:00:00,2025-01-05,19,2950.01,2950.01,27931.5,11795.1,2.3680596179769564,39264.0,1636.94,0.13,7154.87,41113.24,12468.32,19.6836,2975.06,35.368
2025-01-05 20:00:00,2025-01-05,20,2777.78,2777.78,27201.8,11679.2,2.3290807589560925,38600.0,1693.85,0.14,6599.1,40236.04,12468.32,18.2011,2940.0,35.368
2025-01-05 21:00:00,2025-01-05,21,2799.99,2799.99,26260.2,11096.0,2.366636625811103,37651.0,1677.62,0.14,6161.72,39286.06,12468.32,18.1177,2825.04,35.368
2025-01-05 22:00:00,2025-01-05,22,2449.98,2449.98,23200.6,10571.6,2.194615762987627,36399.0,1601.44,0.14,7042.16,38105.59,12468.32,17.9486,1790.0,35.368
2025-01-05 23:00:00,2025-01-05,23,2474.01,2474.01,22649.9,10400.1,2.1778540590955857,34652.0,1506.76,0.14,6255.81,36464.35,12468.32,18.5753,2474.01,35.368
2025-01-06 00:00:00,2025-01-06,0,2726.67,2726.67,21994.2,11108.0,1.980032409074541,34426.0,1443.03,0.01,4377.35,34463.71,12413.5,19.8187,1790.0,35.325
2025-01-06 01:00:00,2025-01-06,1,2420.99,2420.99,21474.3,10349.9,2.074831640885419,31908.0,1452.0,0.01,2848.53,32339.25,12413.5,17.3323,1790.0,35.325
2025-01-06 02:00:00,2025-01-06,2,2157.0,2157.0,20975.0,10210.5,2.054257871798639,30275.0,1542.04,0.01,2324.57,31118.77,12413.5,18.0838,1790.0,35.325
2025-01-06 03:00:00,2025-01-06,3,2071.01,2071.01,20869.6,10148.0,2.0565234528971224,29612.0,1675.88,0.01,2093.95,30292.5,12413.5,18.719,1790.0,35.325
2025-01-06 04:00:00,2025-01-06,4,2071.01,2071.01,20840.3,10331.6,2.017141585040071,29624.0,1653.92,0.01,2049.59,30139.83,12413.5,18.5578,2071.01,35.325
2025-01-06 05:00:00,2025-01-06,5,2071.0,2071.0,21343.2,10722.2,1.990561638469717,30136.0,1771.11,0.02,2046.28,30496.69,12413.5,21.4336,2071.0,35.325
2025-01-06 06:00:00,2025-01-06,6,2478.97,2478.97,24589.4,12291.9,2.000455584571954,31712.0,1808.41,0.62,2192.31,32334.05,12413.5,36.194,2502.67,35.325
2025-01-06 07:00:00,2025-01-06,7,2771.78,2771.78,28075.0,13426.0,2.0910919112170414,35522.0,1866.47,5.37,3067.37,36159.99,12413.5,127.259,2796.83,35.325
2025-01-06 08:00:00,2025-01-06,8,3000.0,3000.0,32206.3,12673.6,2.5412116525691197,41874.0,2131.94,90.64,6560.25,43000.08,12413.5,657.9877,3000.0,35.325
2025-01-06 09:00:00,2025-01-06,9,3000.0,3000.0,33116.1,12701.2,2.607320568135294,45543.0,2262.84,400.79,7686.46,46582.0,12413.5,2189.9429,3000.0,35.325
2025-01-06 10:00:00,2025-01-06,10,2990.0,2990.0,32033.9,13511.7,2.3708267649518566,47077.0,2367.79,756.13,6196.22,46966.44,12413.5,4040.4114,2999.06,35.325
2025-01-06 11:00:00,2025-01-06,11,2825.0,2825.0,31308.3,14154.9,2.211834770998029,47803.0,2247.29,951.64,4745.16,46988.56,12413.5,5992.0349,2999.01,35.325
2025-01-06 12:00:00,2025-01-06,12,2319.88,2319.88,29942.2,14925.5,2.0061103480620415,46604.0,2225.6,1115.12,3397.23,44379.86,12413.5,6914.937,699.99,35.325
2025-01-06 13:00:00,2025-01-06,13,2219.69,2219.69,30181.2,15048.6,2.0055819145967066,46295.0,2141.48,1201.56,3493.55,44438.04,12413.5,7306.2624,699.99,35.325
2025-01-06 14:00:00,2025-01-06,14,2275.0,2275.0,30515.2,14452.0,2.1114862994741213,47079.0,2057.56,1101.42,3990.28,44697.17,12413.5,6469.4178,700.0,35.325
2025-01-06 15:00:00,2025-01-06,15,2771.78,2771.78,30887.2,13906.8,2.221014180113326,46903.0,1898.31,817.28,4960.24,44678.4,12413.5,4664.6714,1551.0,35.325
2025-01-06 16:00:00,2025-01-06,16,3000.0,3000.0,31779.1,12391.9,2.56450584656106,47112.0,1706.86,425.53,7393.74,45716.47,12413.5,2163.4654,2850.0,35.325
2025-01-06 17:00:00,2025-01-06,17,3000.0,3000.0,32592.0,11819.3,2.757523711218093,47221.0,1773.99,51.03,10469.52,47430.58,12413.5,440.4663,3000.0,35.325
2025-01-06 18:00:00,2025-01-06,18,3000.0,3000.0,31362.8,12055.8,2.601469831948108,46376.0,2400.6,0.27,9888.55,46898.08,12413.5,49.5736,3000.0,35.325
2025-01-06 19:00:00,2025-01-06,19,2999.98,2999.98,30402.4,12238.7,2.4841200454296617,45059.0,2951.69,0.01,8247.58,45620.63,12413.5,26.2964,3000.0,35.325
2025-01-06 20:00:00,2025-01-06,20,2775.36,2775.36,29301.8,12422.4,2.358787351880474,43798.0,3545.89,0.01,6966.27,44440.92,12413.5,27.9773,1790.0,35.325
2025-01-06 21:00:00,2025-01-06,21,2929.0,2929.0,28146.1,12071.5,2.3316157892556846,42436.0,4068.39,0.01,6467.52,43191.54,12413.5,31.027,1054.0,35.325
2025-01-06 22:00:00,2025-01-06,22,2449.98,2449.98,24941.7,12180.6,2.047657750849712,40890.0,4579.69,0.01,7292.4,41803.28,12413.5,32.4206,750.0,35.325
2025-01-06 23:00:00,2025-01-06,23,2139.99,2139.99,23817.4,12283.8,1.9389276933847834,38820.0,5009.14,0.01,6650.34,39728.59,12413.5,35.091,1641.1,35.325
2025-01-07 00:00:00,2025-01-07,0,2500.0,2500.0,23256.4,13310.9,1.74716961287366,36778.0,5628.43,0.01,4702.71,37369.33,12318.17,40.214,1000.0,35.354
2025-01-07 01:00:00,2025-01-07,1,2424.99,2424.99,22655.8,12554.8,1.8045528403479147,35089.0,5938.25,0.01,3136.34,35416.09,12318.17,39.9048,700.0,35.354
2025-01-07 02:00:00,2025-01-07,2,2200.0,2200.0,22165.8,12478.5,1.7763192691429257,34029.0,6082.92,0.01,2367.81,34025.14,12318.17,41.3497,700.0,35.354
2025-01-07 03:00:00,2025-01-07,3,2229.0,2229.0,21989.3,12487.1,1.7609613120740604,33531.0,6149.67,0.01,2005.17,33324.74,12318.17,41.6519,1790.0,35.354
